"id","event_name","parent_campaign","layer","default_visible","start_year","end_year","place_name","country_today","lat","lon","coord_source","coord_precision","geometry_type","site_role","perpetrator","succession_type","perpetrator_today","target_group","category","deaths_low","deaths_high","toll_basis","affected_low","affected_high","affected_measure","toll_note","evidence_tier","status","documentation_completeness","completeness_note","key_source","verification_status","verified_note","notes"
"EV0454","Gaza famine conditions","Israel-Hamas war","core","TRUE","2024","2026","Gaza City; northern Gaza","Palestine","","","","","region","victim_site","Parties to the conflict","","","Civilian population","engineered famine","","","not_quantified","","","","","1","ongoing_adjudication","not_assessed","","IPC Famine Review Committee determination 2025; UN OCHA","unverified","","Responsibility is before the ICJ; record the determination and the proceedings, not a verdict"
"EV0455","Muhacir expulsions from the Balkans and Caucasus","Ottoman territorial contraction","register","FALSE","1877","1913","Balkans; Crimea; Caucasus to Anatolia","Multiple","","","","","unmapped","victim_site","Successor states and Russian Empire","","","Balkan and Caucasian Muslims","forced displacement","","","not_quantified","","","","","2","contested","not_assessed","","McCarthy, Death and Exile; Ottoman refugee commission records","unverified","","Several million displaced; mortality in transit heavily disputed"
"EV0456","Greek-Turkish population exchange","Treaty of Lausanne","core","TRUE","1923","1924","Anatolia to Greece; Greek Macedonia and Thrace to Turkey","Greece / Turkey","","","","","route","victim_site","Greek and Turkish governments by treaty","","","Orthodox Christians and Muslims","forced displacement","","","not_quantified","","","","","1","confirmed","not_assessed","","Lausanne Convention 1923; Mixed Commission records","unverified","","Compulsory by treaty; about 1.6 million people, religion used as the sorting criterion"
"EV0457","Mexican Repatriation","US Depression-era removals","core","TRUE","1929","1936","California; Texas; Midwest","United States","","","","","multi_point","victim_site","US federal, state and local authorities","","","Mexicans and Mexican Americans","forced displacement","","","not_quantified","","","","","1","confirmed","not_assessed","","California Apology Act 2005; Balderrama and Rodriguez","unverified","","Up to a million removed; a large share were US citizens"
"EV0458","Japanese American and Japanese Canadian internment","Second World War removals","core","TRUE","1942","1946","Manzanar; Tule Lake; Minidoka; Hastings Park","United States / Canada","","","","","multi_point","victim_site","US and Canadian governments","","","People of Japanese ancestry","forced displacement","","","not_quantified","","","","","1","confirmed","not_assessed","","US Commission on Wartime Relocation 1982; Civil Liberties Act 1988; Canadian redress 1988","unverified","","Both governments later formally acknowledged racial motivation"
"EV0459","The Farhud","Persecution of Iraqi Jews","core","TRUE","1941","1941","Baghdad","Iraq","33.3152","44.3661","unverified_ai","settlement","point","victim_site","Mobs and elements of the security forces","","","Iraqi Jews","forced displacement","180","","documented_estimate","","","","","2","confirmed","not_assessed","","Iraqi government inquiry 1941; Bashkin","unverified","",""
"EV0460","Jewish departure from Arab and Muslim countries","Post-1948 displacements","core","TRUE","1948","1972","Baghdad; Cairo; Tripoli; Aden; Sanaa; Casablanca","Multiple","","","","","multi_point","victim_site","Various states through law, expropriation and violence","","","Jewish communities","forced displacement","","","not_quantified","","","","","2","contested","not_assessed","","National archives; JIMENA and academic surveys","unverified","","Around 850,000 people; the balance of expulsion, pressure and voluntary emigration varies by country and is disputed"
"EV0461","Palestinian displacement of 1948","Arab-Israeli conflict","core","TRUE","1947","1949","Lydda and Ramle; Haifa; Safed; 400+ depopulated villages","Israel / Palestine","","","","","multi_point","victim_site","Israeli forces and pre-state militias","","","Palestinian Arabs","forced displacement","","","not_quantified","","","","","2","contested","not_assessed","","Morris, The Birth of the Palestinian Refugee Problem Revisited; UNRWA registration records","unverified","","About 700,000 displaced; historians differ sharply on how much was ordered expulsion versus flight from combat"
"EV0462","Deir Yassin killings","Arab-Israeli conflict","core","TRUE","1948","1948","Deir Yassin","Israel","31.79","35.18","unverified_ai","settlement","point","victim_site","Irgun and Lehi","","","Village residents","forced displacement","107","254","documented_estimate","","","","","2","contested","not_assessed","","Contemporary Haganah and ICRC reports; Milstein","unverified","","The higher early figure was later revised down; cite both"
"EV0463","Istanbul pogrom and the expulsion of Greeks","Turkish minority policy","core","TRUE","1955","1964","Istanbul; Imbros and Tenedos","Turkey","","","","","multi_point","victim_site","Organised mobs and, in 1964, state decree","","","Greek community of Istanbul","forced displacement","15","","documented_estimate","","","","","2","confirmed","not_assessed","","Turkish Yassiada trials; Vryonis","unverified","","The 1964 decree expelled Greek nationals and effectively ended the community"
"EV0464","Removal of the Chagos Islanders","British and US defence policy","core","TRUE","1967","1973","Diego Garcia and the Chagos Archipelago","British Indian Ocean Territory","","","","","multi_point","victim_site","United Kingdom government","","","Chagossians","forced displacement","","","not_quantified","","","","","1","confirmed","not_assessed","","ICJ advisory opinion 2019; UK High Court and House of Lords proceedings","unverified","","About 1,500 to 2,000 people removed; ICJ found the detachment unlawful"
"EV0465","Expulsion of Ugandan Asians","Amin regime","core","TRUE","1972","1972","Kampala and nationwide","Uganda","","","","","region","victim_site","Idi Amin government by decree","","","South Asian Ugandans","forced displacement","","","not_quantified","","","","","1","confirmed","not_assessed","","Ugandan Decree No. 17 of 1972; UK and Canadian resettlement records","unverified","","About 80,000 expelled with 90 days' notice and property confiscated"
"EV0466","Cyprus displacement","Turkish invasion of Cyprus","core","TRUE","1974","1974","Northern Cyprus; Famagusta; Varosha","Cyprus","","","","","region","victim_site","Turkish armed forces; also Greek Cypriot displacement southward","","","Greek and Turkish Cypriots","forced displacement","","","not_quantified","","","","","1","confirmed","not_assessed","","ECtHR Cyprus v Turkey judgments; UN records","unverified","","About 160,000 Greek Cypriots and 50,000 Turkish Cypriots displaced"
"EV0467","Expulsion of the Hoa and the boat people","Post-war Vietnam","register","FALSE","1978","1990","Ho Chi Minh City; Haiphong; South China Sea routes","Vietnam","","","","","unmapped","victim_site","Vietnamese government policy and semi-official exit fees","","","Ethnic Chinese and southern Vietnamese","forced displacement","200000","400000","documented_estimate","","","","","2","contested","not_assessed","","UNHCR records; Kwok; Vietnamese and Chinese accounts","unverified","","Deaths at sea are the largest component and the least precisely counted"
"EV0468","Bulgarian Revival Process and the Great Excursion","Bulgarian communist minority policy","core","TRUE","1984","1989","Southeastern Bulgaria; Turkish border crossings","Bulgaria","","","","","region","victim_site","Bulgarian Communist Party","","","Bulgarian Turks and Pomaks","forced displacement","","","not_quantified","","","","","1","confirmed","not_assessed","","Bulgarian National Assembly declaration 2012; state archives","unverified","","Forced name changes, then about 360,000 pushed across the border in 1989"
"EV0469","Expulsion of black Mauritanians","Mauritanian state policy","core","TRUE","1989","1991","Senegal River valley","Mauritania","","","","","region","victim_site","Mauritanian government and security forces","","","Halpulaar, Soninke and Wolof citizens","forced displacement","","","not_quantified","","","","","2","confirmed","not_assessed","","African Commission on Human and Peoples' Rights ruling 2000; UNHCR","unverified","","About 70,000 expelled and stripped of citizenship"
"EV0470","Expulsion of the Lhotshampa","Bhutanese citizenship policy","core","TRUE","1990","1993","Southern Bhutan to Nepal","Bhutan / Nepal","","","","","route","victim_site","Bhutanese government","","","Nepali-speaking Lhotshampa","forced displacement","","","not_quantified","","","","","2","confirmed","not_assessed","","UNHCR camp registration; Hutt, Unbecoming Citizens","unverified","","About 100,000 people, roughly a sixth of the country's population"
"EV0471","Expulsion of Palestinians from Kuwait","Gulf War aftermath","core","TRUE","1991","1992","Kuwait City","Kuwait","","","","","region","victim_site","Kuwaiti government and militias","","","Palestinian residents","forced displacement","","","not_quantified","","","","","2","confirmed","not_assessed","","HRW 1991-92; UNRWA","unverified","","About 200,000 to 400,000 displaced after the PLO's stance in the war"
"EV0472","Osh ethnic violence and displacement","Kyrgyz-Uzbek conflict","core","TRUE","1990","2010","Osh; Jalal-Abad","Kyrgyzstan","","","","","multi_point","victim_site","Mobs and elements of security forces","","","Uzbek and Kyrgyz communities","forced displacement","1200","","documented_estimate","","","","","2","confirmed","not_assessed","","Kyrgyzstan Inquiry Commission 2011; HRW","unverified","","Two separate episodes twenty years apart; split into two rows if you prefer"
"EV0473","Tajik civil war displacement","Tajik civil war","core","TRUE","1992","1997","Qurghonteppa; Khatlon","Tajikistan","","","","","region","victim_site","Government and opposition forces","","","Regional and clan-based populations","forced displacement","50000","100000","documented_estimate","","","","","2","confirmed","not_assessed","","UNHCR; UN Tajikistan mission reports","unverified","",""
"EV0474","Plaza Hotel strategy meeting","Tobacco industry concealment","source_sites","FALSE","1953","1953","The Plaza Hotel, Fifth Avenue, New York","United States","40.7644","-73.9744","fixture_dev","site","point","decision_site","Heads of Philip Morris, R.J. Reynolds, Brown and Williamson, Lorillard and American Tobacco, with Hill and Knowlton","rename","Altria Group","","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","US v Philip Morris, Kessler judgment 2006; Hill and Knowlton records","source_checked","14-15 Dec 1953 confirmed via Kessler judgment","14-15 December 1953. The room where the industry agreed to jointly contest the science. Kessler dates the RICO enterprise from here"
"EV0475","Tobacco Industry Research Committee offices","Tobacco industry concealment","source_sites","FALSE","1954","1998","Empire State Building, New York","United States","40.7484","-73.9857","unverified_ai","site","point","perpetrator_site","Tobacco Industry Research Committee, later Council for Tobacco Research","","","","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","Kessler judgment 2006; Proctor, Golden Holocaust","unverified","","Housed one floor below Hill and Knowlton; dissolved as a term of the 1998 Master Settlement Agreement"
"EV0476","Philip Morris manufacturing and research complex","Tobacco industry concealment","source_sites","FALSE","1929","2006","Richmond, Virginia","United States","37.5407","-77.436","unverified_ai","settlement","point","perpetrator_site","Philip Morris","rename","Altria Group","","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","Kessler judgment 2006; Truth Tobacco Industry Documents","unverified","","Site of internal nicotine research the company publicly denied"
"EV0477","R.J. Reynolds headquarters","Tobacco industry concealment","source_sites","FALSE","1929","2006","Winston-Salem, North Carolina","United States","36.0999","-80.2442","unverified_ai","settlement","point","perpetrator_site","R.J. Reynolds Tobacco Company","acquisition","British American Tobacco","","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","Kessler judgment 2006","unverified","",""
"EV0478","Brown and Williamson headquarters","Tobacco industry concealment","source_sites","FALSE","1929","2006","Louisville, Kentucky","United States","38.2527","-85.7585","unverified_ai","settlement","point","perpetrator_site","Brown and Williamson","acquisition","Merged into R.J. Reynolds, now British American Tobacco","","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","Kessler judgment 2006; the Wigand disclosures","unverified","","Source of the documents leaked by Jeffrey Wigand"
"EV0479","Guildford Depository","Tobacco industry concealment","source_sites","FALSE","1989","2005","Guildford, Surrey","United Kingdom","51.2362","-0.5704","unverified_ai","settlement","point","evidence_site","British American Tobacco","","","","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","Minnesota litigation; WHO 2000 committee of experts","unverified","","Warehouse where BAT held millions of documents under conditions courts found obstructive"
"EV0480","US District Court for the District of Columbia","Tobacco industry concealment","source_sites","FALSE","1999","2006","Washington DC","United States","38.8951","-77.0364","unverified_ai","settlement","point","evidence_site","US Department of Justice (plaintiff)","","","","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","US v Philip Morris et al., Kessler judgment 2006","unverified","","Where the fifty-year scheme was found proven under RICO"
"EV0481","Truth Tobacco Industry Documents library","Tobacco industry concealment","source_sites","FALSE","2002","2026","UCSF, San Francisco","United States","37.7627","-122.4580","fixture_dev","site","point","evidence_site","University of California San Francisco (custodian)","","","","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","UCSF Industry Documents Library","unverified","","Around 90 million pages released through litigation; the underlying source for most tobacco rows"
"EV0482","Chemie Gruenenthal works","Thalidomide","source_sites","FALSE","1954","1961","Stolberg, near Aachen","Germany","50.7700","6.2300","fixture_dev","site","point","perpetrator_site","Chemie Gruenenthal","unchanged","Gruenenthal GmbH","","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","Aachen Regional Court proceedings 1968-70","unverified","","Where thalidomide was developed, manufactured and marketed as safe in pregnancy"
"EV0483","Distillers Biochemicals plant","Thalidomide","source_sites","FALSE","1958","1961","Speke, Liverpool","United Kingdom","53.3333","-2.8667","unverified_ai","settlement","point","perpetrator_site","Distillers Company (Biochemicals)","acquisition","Diageo","","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","UK settlement 1973; Sunday Times investigation","unverified","","UK licensee and distributor"
"EV0484","Aachen thalidomide trial","Thalidomide","source_sites","FALSE","1968","1970","Aachen Regional Court","Germany","50.7753","6.0839","unverified_ai","settlement","point","evidence_site","German prosecutors (plaintiff)","","","","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","Aachen Regional Court record","unverified","","Ended in settlement without verdict; the record itself is the evidence"
"EV0485","FDA review that blocked US approval","Thalidomide","source_sites","FALSE","1960","1962","Food and Drug Administration, Washington DC","United States","38.8951","-77.0364","unverified_ai","settlement","point","decision_site","Frances Oldham Kelsey, FDA","","","","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","US congressional record; Kefauver-Harris Amendments 1962","unverified","","The counterfactual pin: where the same harm was prevented"
"EV0486","Wannsee Conference villa","Nazi concentration and extermination camps","source_sites","FALSE","1942","1942","Am Grossen Wannsee 56-58, Berlin","Germany","52.4331","13.1644","fixture_dev","site","point","decision_site","Reich Security Main Office (Heydrich)","","","","genocide","","","not_quantified","","","","","1","confirmed","not_assessed","","Wannsee Protocol; surviving copy in the German Federal Archives","unverified","","Coordination of the Final Solution; the protocol survives"
"EV0487","Tiergartenstrasse 4 headquarters","Nazi murder of disabled people","source_sites","FALSE","1940","1945","Tiergartenstrasse 4, Berlin","Germany","52.51","13.37","unverified_ai","site","point","decision_site","Kanzlei des Fuehrers euthanasia administration","","","","genocide","","","not_quantified","","","","","1","confirmed","not_assessed","","Nuremberg Doctors Trial; Berlin memorial","unverified","","The programme is named after this address"
"EV0488","Topf und Soehne works","Nazi concentration and extermination camps","source_sites","FALSE","1939","1945","Erfurt","Germany","50.9787","11.0328","unverified_ai","settlement","point","perpetrator_site","J.A. Topf und Soehne","dissolved","Dissolved; the Erfurt works is now a memorial","","genocide","","","not_quantified","","","","","1","confirmed","not_assessed","","Company correspondence held at the Erfurt memorial; Auschwitz construction files","unverified","","Designed and supplied the crematoria; the correspondence survives in full"
"EV0489","IG Farben headquarters","Nazi forced labour","source_sites","FALSE","1928","1945","Poelzig Building, Frankfurt am Main","Germany","50.125","8.6667","unverified_ai","site","point","decision_site","IG Farben","dissolved","Broken up into BASF, Bayer, Hoechst and Agfa","","genocide","","","not_quantified","","","","","1","confirmed","not_assessed","","IG Farben Trial, Nuremberg Military Tribunal VI","unverified","","Where the Monowitz plant decision was taken"
"EV0490","Lubyanka","Great Terror","source_sites","FALSE","1918","1991","Lubyanka Square, Moscow","Russia","55.76","37.6283","unverified_ai","site","point","decision_site","Cheka, NKVD, KGB","","","","state terror","","","not_quantified","","","","","1","confirmed","not_assessed","","Memorial; NKVD operational orders","unverified","","Where Orders 00447 and 00485 were issued"
"EV0491","Union Carbide corporate headquarters","Bhopal gas disaster","source_sites","FALSE","1975","1986","Danbury, Connecticut","United States","41.3948","-73.454","unverified_ai","settlement","point","decision_site","Union Carbide Corporation","acquisition","Dow Chemical, now Dow Inc.","","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","Indian government litigation; internal safety audits 1982","unverified","","The 1982 internal audit warning of the Bhopal hazards was written for this office"
"EV0492","Purdue Pharma headquarters","Purdue Pharma and the opioid crisis","source_sites","FALSE","1996","2021","Stamford, Connecticut","United States","41.0534","-73.5387","unverified_ai","settlement","point","decision_site","Purdue Pharma and the Sackler family","court_ordered","Knoa Pharma LLC","","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","Purdue guilty pleas 2007 and 2020; Massachusetts AG complaint","unverified","",""
"EV0493","Nuremberg Palace of Justice","Nazi concentration and extermination camps","source_sites","FALSE","1945","1949","Nuremberg","Germany","49.4530","11.0500","fixture_dev","site","point","evidence_site","International Military Tribunal and NMT (custodian)","","","","genocide","","","not_quantified","","","","","1","confirmed","not_assessed","","IMT and NMT trial records","unverified","","The documentary foundation for a large share of the Nazi-era rows"
"EV0494","Radium dial painting at US Radium","Radium dial painting","core","TRUE","1917","1926","US Radium Corporation, Orange, New Jersey","United States","40.7712","-74.2326","fixture_dev","site","point","victim_site","US Radium Corporation","rename","Safety Light Corporation","Women dial painters","corporate and industrial harm","50","","documented_estimate","","","dial painters employed at the Orange plant: around 70","Deaths accrued over decades from bone necrosis and osteosarcoma. The count is of identified painters, not a complete cohort","1","confirmed","not_assessed","","Fryer et al. settlement 1928; New Jersey Department of Labor findings; Clark, Radium Girls","unverified","","Company chemists handled radium behind lead shields and with tongs while instructing painters to point brushes with their lips. The knowledge gap was manufactured, not accidental"
"EV0495","Radium dial painting at Ottawa, Illinois","Radium dial painting","core","TRUE","1922","1937","Radium Dial Company, Ottawa, Illinois","United States","41.3456","-88.8426","unverified_ai","settlement","point","victim_site","Radium Dial Company","rename","Luminous Processes Inc., dissolved 1978","Women dial painters","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","Donohue v Radium Dial, Illinois Industrial Commission 1938, upheld by the Illinois Supreme Court","unverified","","Catherine Donohue testified from a bed in her home; the company had run its own tests on the women and withheld the results"
"EV0496","Radium dial painting at Waterbury","Radium dial painting","core","TRUE","1918","1930","Waterbury Clock Company, Waterbury, Connecticut","United States","41.5582","-73.0515","unverified_ai","settlement","point","victim_site","Waterbury Clock Company","rename","Luminous Processes Inc., dissolved 1978","Women dial painters","corporate and industrial harm","","","not_quantified","","","","","2","confirmed","not_assessed","","Connecticut workers' compensation claims; Clark, Radium Girls","unverified","","The third and least documented of the three dial plants"
"EV0497","Leaded petrol exposure","Tetraethyl lead in petrol","register","FALSE","1923","2021","Global, wherever leaded petrol was sold","Multiple","","","","","unmapped","victim_site","General Motors, Standard Oil of New Jersey, DuPont, later the Ethyl Corporation and licensees","rename","NewMarket Corporation (Afton Chemical)","General population, especially children","corporate and industrial harm","","","attributable_annual","","","IQ points lost in children under five, all lead sources: 765 million in 2019","Lead exposure from all sources is linked to 5.5 million cardiovascular deaths in 2019 (Lancet Planetary Health) or 0.9 to 1.57 million (GBD 2019 and 2021). The two differ roughly sixfold. Petrol's share of the cumulative historical burden has never been separately quantified","1","confirmed","not_assessed","","Larsen and Sanchez-Triana, Lancet Planetary Health 2023; GBD 2019 and 2021; McFarland et al. PNAS 2022","source_checked","Lancet Planetary Health 2023 and GBD figures confirmed","Harm followed a distributed product across a century and most of the world. Source sites are pinned separately; the exposure itself cannot be"
"EV0498","Discovery of tetraethyl lead","Tetraethyl lead in petrol","source_sites","FALSE","1921","1921","General Motors Research Laboratory, Dayton, Ohio","United States","39.7589","-84.1916","fixture_dev","site","point","decision_site","Thomas Midgley Jr and Charles Kettering, General Motors","court_ordered","New GM (General Motors Company); the predecessor became Motors Liquidation Company","","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","GM research records; Kovarik, Ethyl-leaded Gasoline","unverified","","Ethanol was a known, unpatentable alternative anti-knock agent. Tetraethyl lead could be patented. Midgley later invented CFCs"
"EV0499","Bayway refinery tetraethyl lead poisonings","Tetraethyl lead in petrol","core","TRUE","1924","1924","Standard Oil Bayway refinery, Elizabeth, New Jersey","United States","40.6400","-74.2100","fixture_dev","site","point","victim_site","Standard Oil of New Jersey","rename","ExxonMobil","Refinery workers","corporate and industrial harm","5","","counted","35","","workers hospitalised with acute lead psychosis","","1","confirmed","not_assessed","","New Jersey state investigation 1924; contemporary press and Bureau of Mines records","unverified","","Workers called it the looney gas building. Around 35 more were hospitalised with acute lead psychosis"
"EV0500","Deepwater works tetraethyl lead deaths","Tetraethyl lead in petrol","core","TRUE","1923","1925","DuPont Deepwater works, Carneys Point, New Jersey","United States","39.689","-75.474","unverified_ai","settlement","point","victim_site","DuPont","","","Plant workers","corporate and industrial harm","8","","counted","300","","workers treated for lead poisoning","","2","confirmed","not_assessed","","DuPont plant records; Kovarik; contemporary press","unverified","","Known locally as the House of the Butterflies, after the hallucinations reported by poisoned workers"
"EV0501","Surgeon General's tetraethyl lead conference","Tetraethyl lead in petrol","source_sites","FALSE","1925","1926","US Public Health Service, Washington DC","United States","38.8951","-77.0364","unverified_ai","settlement","point","decision_site","US Public Health Service and industry representatives","","","","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","US Public Health Service conference proceedings 1925; Rosner and Markowitz","unverified","","Sales resumed after a seven-month pause. The meeting established that a product stays on sale until harm is proven, which became the industry standard for forty years"
"EV0502","Ethyl Corporation headquarters","Tetraethyl lead in petrol","source_sites","FALSE","1924","1998","Richmond, Virginia","United States","37.5407","-77.436","unverified_ai","settlement","point","perpetrator_site","Ethyl Corporation","rename","NewMarket Corporation (Afton Chemical)","","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","US EPA phase-out rulemaking record; corporate filings","unverified","","Continued marketing leaded petrol abroad for decades after the US phase-out began in 1975"
"EV0503","Caltech measurement of global lead contamination","Tetraethyl lead in petrol","source_sites","FALSE","1953","1965","California Institute of Technology, Pasadena","United States","34.1377","-118.1253","unverified_ai","site","point","evidence_site","Clair Patterson (researcher)","","","","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","Patterson, Contaminated and Natural Lead Environments of Man, 1965","unverified","","Patterson set out to date the Earth and found modern lead everywhere. Industry funding was withdrawn and he was kept off federal advisory panels"
"EV0504","End of leaded petrol sales","Tetraethyl lead in petrol","source_sites","FALSE","2021","2021","Algeria, the last country to sell it","Algeria","36.7538","3.0588","unverified_ai","approximate","point","evidence_site","UN Environment Programme (campaign)","","","","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","UNEP announcement, August 2021","unverified","","Closing pin for the campaign: the harm ran from 1923 to 2021"
"EV0505","Hawk's Nest Tunnel silicosis disaster","Industrial silica exposure","core","TRUE","1930","1935","Gauley Bridge, West Virginia","United States","38.1300","-81.2000","fixture_dev","site","point","victim_site","Union Carbide and Carbon Corporation and Rinehart and Dennis","acquisition","Dow Chemical, now Dow Inc.","Tunnel workers, mostly Black migrant labourers","corporate and industrial harm","476","764","documented_estimate","","","workers employed on the tunnel: around 3,000","The lower figure is the 1936 congressional count; the higher is Cherniack's epidemiological reconstruction","1","confirmed","not_assessed","","US House Labor Subcommittee hearings 1936; Cherniack, The Hawk's Nest Incident","unverified","","Dry drilling through almost pure silica without respirators, while engineers wore them on inspection visits. Many of the dead were buried in unmarked graves in a nearby field"
"EV0506","Phosphorus necrosis among match workers","White phosphorus in match manufacture","core","TRUE","1850","1910","Bryant and May works, Bow, London","United Kingdom","51.53","-0.02","unverified_ai","site","point","victim_site","Bryant and May and other match manufacturers","","","Women and girl match workers","corporate and industrial harm","","","not_quantified","","","match workers affected by phossy jaw across the industry","Cases were recorded by factory inspectors rather than counted as deaths. Around a fifth of diagnosed cases were fatal","2","confirmed","not_assessed","","UK Home Office inquiries 1893 and 1898; Lowe, The Matchgirls' Strike","unverified","","Phossy jaw was preventable by switching to red phosphorus, which the firm resisted on cost. Britain banned white phosphorus in matches in 1910"
"EV0507","Diethylstilboestrol prescribing","Pharmaceutical harm","register","FALSE","1938","1971","United States, and widely in Europe","Multiple","","","","","unmapped","victim_site","Eli Lilly and around 200 other manufacturers","","","Pregnant women and their daughters","corporate and industrial harm","","","not_quantified","5000000","10000000","people exposed in utero or as prescribed patients, United States alone","Clear cell adenocarcinoma, infertility and reproductive tract malformations are established. No defensible death figure exists","1","confirmed","not_assessed","","Herbst et al. 1971; Sindell v Abbott 1980; Dutch and French DES registries","unverified","","Around 5 to 10 million exposed in the US alone. Evidence of ineffectiveness existed from 1953; prescribing continued for eighteen more years. Produced the market share liability doctrine"
"EV0508","Dalkon Shield intrauterine device","Pharmaceutical harm","core","TRUE","1971","1974","A.H. Robins Company, Richmond, Virginia","United States","37.5407","-77.436","unverified_ai","settlement","point","victim_site","A.H. Robins Company","acquisition","American Home Products (1989), renamed Wyeth (2002), acquired by Pfizer (2009)","Women fitted with the device","corporate and industrial harm","18","","counted","200000","","women who filed injury claims","Deaths acknowledged in US litigation; septic abortion and pelvic infection were the main injuries","1","confirmed","not_assessed","","In re A.H. Robins bankruptcy and claimants' trust; Mintz, At Any Cost","unverified","","The multifilament tail wicked bacteria into the uterus. Robins knew of the wicking problem before launch. Over 200,000 claims were eventually filed"
"EV0509","Rofecoxib (Vioxx) marketing","Pharmaceutical harm","core","TRUE","1999","2004","Merck, Whitehouse Station, New Jersey","United States","40.6100","-74.7700","fixture_dev","site","point","victim_site","Merck and Company","","","Patients prescribed the drug","corporate and industrial harm","26000","55000","excess_mortality","88000","139000","excess heart attacks and strokes, FDA safety reviewer estimate","Derived from Graham's FDA analysis assuming 30 to 40 percent case fatality. Merck disputed the methodology","1","confirmed","not_assessed","","Graham FDA analysis 2004; Merck guilty plea 2011; 4.85 billion dollar settlement 2007","unverified","","The VIGOR trial showed elevated cardiovascular risk in 2000. The FDA's own safety reviewer estimated 88,000 to 139,000 excess heart attacks before withdrawal"
"EV0510","Fen-phen valvular heart disease","Pharmaceutical harm","core","TRUE","1992","1997","Wyeth, Madison, New Jersey","United States","40.7598","-74.4171","unverified_ai","settlement","point","victim_site","Wyeth (American Home Products)","acquisition","Pfizer","Patients prescribed the combination","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","Mayo Clinic case series 1997; Wyeth settlement programme, over 21 billion dollars reserved","unverified","",""
"EV0511","Elixir sulfanilamide poisoning","Pharmaceutical harm","core","TRUE","1937","1937","S.E. Massengill Company, Bristol, Tennessee","United States","36.5951","-82.1887","unverified_ai","settlement","point","victim_site","S.E. Massengill Company","acquisition","Haleon, via Beecham and GlaxoSmithKline","Patients, many of them children","corporate and industrial harm","105","","documented_estimate","","","","","1","confirmed","not_assessed","","FDA investigation 1937; US Food, Drug and Cosmetic Act 1938","unverified","","Dissolved in diethylene glycol, an antifreeze solvent, with no safety testing because none was legally required. Thirty-four of the dead were children. The law changed because of it"
"EV0512","Diethylene glycol cough syrup deaths","Pharmaceutical harm","core","TRUE","2022","2023","The Gambia; Indonesia; earlier in Panama and Haiti","Multiple","","","","","multi_point","victim_site","Indian and Indonesian manufacturers and their solvent suppliers","","","Children","corporate and industrial harm","300","","documented_estimate","","","","","1","confirmed","not_assessed","","WHO medical product alerts 2022-23; Indonesian and Gambian government investigations","unverified","","The same solvent as 1937, in the same role, 85 years later. Panama 2006 and Haiti 1996 were earlier repeats"
"EV0513","PIP breast implants","Pharmaceutical harm","core","TRUE","2001","2010","Poly Implant Prothese, La Seyne-sur-Mer","France","43.1","5.8833","unverified_ai","settlement","point","victim_site","Poly Implant Prothese (Jean-Claude Mas)","dissolved","Liquidated","Implant recipients","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","Marseille criminal court conviction 2013; French health ministry recall","unverified","","Filled with unapproved industrial-grade silicone to cut costs, across around 300,000 implants sold internationally"
"EV0514","Contaminated heparin","Pharmaceutical harm","core","TRUE","2007","2008","Changzhou supply chain; distributed by Baxter, Deerfield, Illinois","China / United States","","","","","multi_point","victim_site","Supply chain contamination, unresolved attribution","","","Dialysis and surgical patients","corporate and industrial harm","81","","documented_estimate","","","","","1","confirmed","not_assessed","","FDA investigation 2008; US congressional hearings","unverified","","Oversulphated chondroitin sulphate substituted upstream; deliberate adulteration was established but no perpetrator was ever prosecuted"
